key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
ic_2574_gc-19,157.108333,68.418358,IC 2574-19,ic_2574,1,,0.005,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,21.33,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.64,,,4.89,3926.45,,,140.1969748,43.605645,2839.7,2707.01,158.73,3930.97,3699.34,3794.8,0.42,,,,,,,,,,,,,5.71,,,5.71,,,20.71,host
ic_2574_gc-20,157.220833,68.474169,IC 2574-20,ic_2574,1,,0.0073,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,21.43,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.54,,,4.85,3926.45,,,140.1019305,43.5963819,2840.36,2706.04,163.34,3930.97,3698.92,3794.59,5.12,,,,,,,,,,,,,8.38,,,8.38,,,21.65,host
ic_2574_gc-21,156.979167,68.390414,IC 2574-21,ic_2574,1,,0.0067,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,21.43,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.54,,,4.85,3926.45,,,140.2703382,43.5908736,2840.21,2706.69,155.0,3930.98,3699.39,3794.82,3.36,,,,,,,,,,,,,7.61,,,7.61,,,21.44,host
ic_2574_gc-22,156.958333,68.407764,IC 2574-22,ic_2574,1,,0.0052,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,21.93,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.04,,,4.65,3926.45,,,140.260432,43.5733136,2841.07,2705.77,155.35,3930.98,3699.13,3794.7,3.44,,,,,,,,,,,,,5.9,,,5.9,,,21.39,host
ic_2574_gc-23,156.9875,68.408131,IC 2574-23,ic_2574,1,,0.0058,,,,,,,,,,Karim2024MNRAS.530.4936K,27.97,,,,22.03,,,Karim2024MNRAS.530.4936K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.94,,,4.61,3926.45,,,140.2497873,43.5807883,2840.74,2706.08,155.94,3930.98,3699.19,3794.72,2.71,,,,,,,,,,,,,6.66,,,6.66,,,21.75,host
ikn-gc1,152.02975,68.39351389,IKN-GC1,ikn,1,,0.0061,0.0003,0.0003,,,,0.13,,,,Georgiev2009MNRAS.392..879G,27.87,,,,21.22,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.77,1.3,1.14,Tudorica2015A&A...581A..84T,-1.833,0.423,0.235,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-6.65,0.06,0.06,4.89,3749.73,,,141.9015469,42.2150692,2768.47,2528.34,59.27,3754.47,3514.48,3613.23,1.82,,,-1.83,0.42,0.24,isochrone,,,,,,,6.61,0.29,0.29,6.17,0.27,0.27,20.87,host
ikn-gc2,152.0449583,68.40155556,IKN-GC2,ikn,1,,0.0033,0.0001,0.0001,,,,0.14,,,,Georgiev2009MNRAS.392..879G,27.87,,,,20.72,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51,6.18,3.59,Tudorica2015A&A...581A..84T,-1.506,0.558,0.353,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-7.15,0.06,0.06,5.09,3749.73,,,141.8883395,42.2144914,2768.55,2528.25,59.9,3754.47,3514.43,3613.21,1.41,,,-1.51,0.56,0.35,isochrone,,,,,,,3.55,0.13,0.13,3.29,0.12,0.12,19.01,host
ikn-gc3,152.0219167,68.40938333,IKN-GC3,ikn,1,,0.0136,0.0008,0.0008,,,,0.13,,,,Georgiev2009MNRAS.392..879G,27.87,,,,21.11,0.07,0.07,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21,5.99,4.66,Tudorica2015A&A...581A..84T,-1.321,0.442,0.263,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-6.76,0.07,0.07,4.94,3749.73,,,141.8871228,42.2029859,2769.06,2527.69,59.85,3754.47,3514.28,3613.13,0.77,,,-1.32,0.44,0.26,isochrone,,,,,,,14.79,0.82,0.83,13.8,0.76,0.77,22.51,host
ikn-gc4,152.02,68.41491944,IKN-GC4,ikn,1,,0.0018,0.0001,0.0001,,,,0.18,,,,Georgiev2009MNRAS.392..879G,27.87,,,,20.46,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.19,7.24,4.5,Tudorica2015A&A...581A..84T,-1.401,0.554,0.337,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-7.41,0.06,0.06,5.2,3749.73,,,141.8818405,42.1990067,2769.25,2527.47,60.07,3754.47,3514.21,3613.1,0.41,,,-1.4,0.55,0.34,isochrone,,,,,,,1.96,0.16,0.16,1.77,0.14,0.14,17.4,host
ikn-gc5,152.023,68.41610833,IKN-GC5,ikn,1,,0.0026,0.0001,0.0001,,,,0.12,,,,Georgiev2009MNRAS.392..879G,27.87,,,,19.4,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,-2.11,0.19,0.19,,,,,Larsen2014A&A...565A..98L,,,,,,,,,,,,,,,13.8,7.74,4.9,Tudorica2015A&A...581A..84T,-1.375,0.58,0.338,Tudorica2015A&A...581A..84T,,,,,,,,,,,,,,-8.47,0.06,0.06,5.62,3749.73,,,141.879658,42.1991381,2769.26,2527.47,60.18,3754.47,3514.21,3613.1,0.33,,,-2.11,0.19,0.19,spectroscopic,,,,,,,2.89,0.13,0.13,2.71,0.12,0.12,17.26,host
kdg_061-gc1,149.26166666666663,68.59305555555555,KDG 61-GC1,kdg_061,1,,0.0045,,,,,,,,,,Sharina2005A&A...442...85S,27.82,,,,20.23,0.07,0.07,Sharina2005A&A...442...85S,222.0,3.0,3.0,,,,,Makarova2010MNRAS.406.1152M,,,,,,,,-1.5,0.1,0.1,,,,,Makarova2010MNRAS.406.1152M,,,,,,,,,,,,,,,16.0,2.0,2.0,Makarova2010MNRAS.406.1152M,,,,,,,,,,,,,,,,,,-7.59,0.07,0.07,5.27,3664.38,,,142.5006498,41.2824988,2742.62,2430.07,21.38,3669.22,3421.59,3523.76,0.04,,,-1.5,0.1,0.1,spectroscopic,331.79,361.3,,,,,4.8,,,4.8,,,19.39,host
kk_197-gc1,200.4991667,-42.53513889,KK 197-GC1,kk_197,1,,0.0017,0.0001,0.0001,,,,0.01,,,,Georgiev2009MNRAS.392..879G,27.92,,,,22.25,0.07,0.07,Georgiev2009MNRAS.392..879G,636.4,16.0,16.0,,,,,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.67,0.07,0.07,4.5,3837.07,,,308.9150348,19.98132,-3566.9,1361.58,-382.65,3832.28,4607.92,4222.23,0.41,,,,,,,467.08,388.93,,,,,1.93,0.16,0.16,1.92,0.16,0.16,19.32,host
kk_197-gc2,200.5083333,-42.53558333,KK 197-GC2,kk_197,1,,0.0026,0.0001,0.0001,,,,0.11,,,,Georgiev2009MNRAS.392..879G,27.92,,,,18.11,0.06,0.06,Georgiev2009MNRAS.392..879G,635.4,1.5,1.5,,,,,Fahrion2020A&A...634A..53F,,,,,,,,-1.84,0.05,0.05,,,,,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,6.5,1.0,1.0,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,,,,-9.81,0.06,0.06,6.16,3837.07,,,308.9221051,19.9800283,-3567.0,1361.45,-382.23,3832.28,4607.91,4222.22,0.04,,,-1.84,0.05,0.05,spectroscopic,466.1,387.95,,,,,2.92,0.12,0.12,2.75,0.12,0.12,15.96,host
kk_197-gc3,200.5104167,-42.53716667,KK 197-GC3,kk_197,1,,0.0023,0.0001,0.0001,,,,0.07,,,,Georgiev2009MNRAS.392..879G,27.92,,,,20.68,0.06,0.06,Georgiev2009MNRAS.392..879G,642.6,3.8,3.8,,,,,Fahrion2020A&A...634A..53F,,,,,,,,-1.8,0.1,0.1,,,,,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,7.0,1.0,1.0,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,,,,-7.24,0.06,0.06,5.13,3837.07,,,308.9235131,19.978264,-3567.05,1361.33,-382.16,3832.28,4607.91,4222.22,0.18,,,-1.8,0.1,0.1,spectroscopic,473.3,395.16,,,,,2.53,0.16,0.16,2.44,0.16,0.16,18.27,host
kk_208-gc_1,204.1079167,-29.5914444,KK208 GC1,kk_208,1,,0.0016,,,,,,,,,,Muller2025A&A...699A.207M,28.5,,,,23.0,,,Muller2025A&A...699A.207M,432.1,3.3,3.3,,,,,Muller2025A&A...699A.207M,,,,,,,,-1.48,0.04,0.04,,,,,Muller2025A&A...699A.207M,,,,,,,,,,,,,,,13.7,1.6,1.6,Muller2025A&A...699A.207M,,,,,,,,,,,,,,,,,,-5.5,,,4.43,5011.87,,,314.5040031,32.267255,-4232.57,2682.75,83.94,5007.06,5762.15,5386.07,3.54,,,-1.48,0.04,0.04,spectroscopic,295.79,220.71,,,,,2.33,,,2.33,,,19.91,host
kk_211-gc-3-149,205.523,-45.205,KK 211-GC-3-149,kk_211,1,,0.0058,,,,,,0.2,,,,Sharina2005A&A...442...85S,27.83,,,,19.95,0.07,0.07,Sharina2005A&A...442...85S,580.0,23.0,23.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,-1.4,0.3,0.3,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,6.0,2.0,2.0,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,-7.88,0.07,0.07,5.39,3681.29,,,312.2145964,16.7518048,-3510.8,1089.47,-198.03,3676.07,4444.68,4062.35,0.0,,,-1.4,0.3,0.3,spectroscopic,416.36,339.78,,,,,6.26,,,5.6,,,19.43,host
kk_211-gc-3-917,205.533,-45.208,KK 211-GC-3-917,kk_211,1,,0.006,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.83,,,,20.91,0.07,0.07,Sharina2005A&A...442...85S,620.0,39.0,39.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.92,0.07,0.07,5.0,3681.29,,,312.2211611,16.7474317,-3510.92,1089.15,-197.66,3676.07,4444.66,4062.34,0.49,,,,,,,456.38,379.79,,,,,6.48,,,6.15,,,20.59,host
kk_221-gc-2-1090,207.20583,-47.00389,KK 221-GC-2-1090,kk_221,1,,0.0075,,,,,,0.0,,,,Sharina2005A&A...442...85S,27.91,,,,20.23,0.07,0.07,Sharina2005A&A...442...85S,478.0,29.0,29.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.68,0.07,0.07,5.31,3819.44,,,312.9947664,14.7435459,-3682.92,997.13,-173.07,3814.09,4578.77,4198.31,0.73,,,,,,,314.77,238.84,,,,,8.35,,,8.35,,,20.5,host
kk_221-gc-2-608,207.22875,-47.0028,KK 221-GC-2-608,kk_221,1,,0.0043,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.91,,,,19.96,0.07,0.07,Sharina2005A&A...442...85S,541.0,32.0,32.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.95,0.07,0.07,5.41,3819.44,,,313.0107596,14.7410401,-3683.04,996.86,-172.07,3814.09,4578.74,4198.29,1.66,,,,,,,377.81,301.9,,,,,4.8,,,4.55,,,18.91,host
kk_221-gc-2-883,207.22,-47.0053,KK 221-GC-2-883,kk_221,1,,0.0072,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.91,,,,20.93,0.07,0.07,Sharina2005A&A...442...85S,546.0,46.0,46.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.98,0.07,0.07,5.03,3819.44,,,313.0041623,14.7399685,-3683.03,996.84,-172.5,3814.09,4578.75,4198.3,1.33,,,,,,,382.79,306.87,,,,,7.96,,,7.55,,,20.98,host
kk_221-gc-2-966,207.20958,-47.0028,KK 221-GC-2-966,kk_221,1,,0.0049,,,,,,0.0,,,,Sharina2005A&A...442...85S,27.91,,,,18.2,0.07,0.07,Sharina2005A&A...442...85S,509.0,25.0,25.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,-1.6,0.1,0.1,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,10.0,2.0,2.0,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,-9.71,0.07,0.07,6.12,3819.44,,,312.9975982,14.7440239,-3682.93,997.14,-172.89,3814.09,4578.77,4198.31,0.84,,,-1.6,0.1,0.1,spectroscopic,345.77,269.85,,,,,5.46,,,5.46,,,17.55,host
kk_221-gc-24n,207.18167,-46.98306,KK 221-GC-24n,kk_221,1,,0.0043,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.91,,,,20.39,,,Sharina2005A&A...442...85S,512.0,31.0,31.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,-1.7,0.3,0.3,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,9.0,2.0,2.0,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,-7.52,,,5.24,3819.44,,,312.9830817,14.7675828,-3682.46,998.75,-173.62,3814.09,4578.83,4198.34,1.07,,,-1.7,0.3,0.3,spectroscopic,348.75,272.82,,,,,4.8,,,4.55,,,19.34,host
kk_221-gc-27n,207.1625,-46.99694,KK 221-GC-27n,kk_221,1,,0.0043,,,,,,0.1,,,,Sharina2005A&A...442...85S,27.91,,,,22.25,,,Sharina2005A&A...442...85S,466.0,35.0,35.0,,,,,Puzia2008ApJ...674..909P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.66,,,4.5,3819.44,,,312.9666478,14.7570421,-3682.55,998.2,-174.75,3814.09,4578.85,4198.35,1.4,,,,,,,302.69,226.76,,,,,4.8,,,4.55,,,21.2,host
kk_221-gc-3-1062,207.20083,-46.9961,KK 221-GC-3-1062,kk_221,0,,0.0079,,,,,,0.3,,,,Sharina2005A&A...442...85S,27.91,,,,21.9,0.08,0.08,Sharina2005A&A...442...85S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.01,0.08,0.08,4.64,3819.44,,,312.9931697,14.7519082,-3682.77,997.68,-173.1,3814.09,4578.79,4198.32,0.35,,,,,,,,,,,,,8.74,,,7.31,,,21.88,host
kkh_22-gc1,56.210375,72.06566667,KKH 22-GC1,kkh_22,1,,,,,,,,,,,,,27.47,,,,20.36,0.03,0.03,Karachentsev2020A&A...638A.111K,36.0,10.0,10.0,,,,,Karachentsev2020A&A...638A.111K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.11,0.03,0.03,5.08,3118.89,,,135.4910281,13.5649599,3030.26,716.14,179.33,3124.53,2550.78,2822.49,0.43,,,,,,,196.25,256.79,,,,,,,,,,,,host
kks_03-gc1,36.185,-73.51416667,KKs 3-GC1,kks_03,1,,0.0078,0.0003,0.0003,,,,,,,,Karachentsev2015MNRAS.447L..85K,26.63,,,,18.3,0.03,0.03,Karachentsev2015MNRAS.447L..85K,316.0,7.0,7.0,,,,,Sharina2017MNRAS.471.1955S,,,,,,,,-1.55,0.2,0.2,,,,,Sharina2017MNRAS.471.1955S,0.003666666667,0.0001666666667,0.0001666666667,0.13,0.07833333333,0.07833333333,Sharina2017MNRAS.471.1955S,,,,,,,,12.6,1.5,1.5,Sharina2017MNRAS.471.1955S,,,,,,,,,,,,,,,,,,-8.33,0.03,0.03,5.57,2118.36,,,294.235197,-42.001951,-1447.61,-1340.81,-770.78,2115.9,2556.71,2315.47,0.0,,,-1.55,0.2,0.2,spectroscopic,148.3,112.4,,,,,4.79,0.2,0.2,4.79,0.2,0.2,18.64,host
kks_55-gc1,200.5517083,-42.75326667,KKs 55-GC1,kks_55,1,,0.0039,0.0002,0.0002,,,,0.11,,,,Georgiev2009MNRAS.392..879G,27.93,,,,20.62,0.06,0.06,Georgiev2009MNRAS.392..879G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.31,0.06,0.06,5.16,3854.78,,,308.9265218,19.7600584,-3588.48,1353.95,-385.98,3849.99,4625.53,4239.88,1.51,,,,,,,,,,,,,4.41,0.17,0.18,4.16,0.16,0.17,19.36,host
kks_55-gc2,200.5577875,-42.73473333,KKs 55-GC2,kks_55,1,,,,,,,,,,,,,27.93,,,,22.8,0.1,0.1,Muller2021A&A...645A..92M,531.4,15.4,15.4,,,,,Muller2021A&A...645A..92M,,,,,,,,-1.5,0.07,0.34,,,,,Muller2021A&A...645A..92M,,,,,,,,,,,,,,,12.9,2.5,1.4,Muller2021A&A...645A..92M,,,,,,,,,,,,,,,,,,-5.13,0.1,0.1,4.29,3854.78,,,308.9337217,19.7778772,-3588.15,1355.02,-385.35,3849.99,4625.53,4239.88,0.4,,,-1.5,0.07,0.34,spectroscopic,361.88,283.76,,,,,,,,,,,,host
kks_58-nsc,206.5033333,-36.32888889,KKs 58-NSC,kks_58,1,,0.0068,0.0005,0.0005,86.0,2.0,2.0,0.3,0.04,0.04,,Fahrion2020A&A...634A..53F,27.63,,,,18.12,0.07,0.07,Fahrion2020A&A...634A..53F,474.6,1.9,1.9,,,,,Fahrion2020A&A...634A..53F,,,,,,,,-1.75,0.06,0.06,,,,,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,6.9,1.0,1.0,Fahrion2020A&A...634A..53F,,,,,,,,,,,,,,,,,,-9.51,0.07,0.07,6.04,3357.38,,,315.0612521,25.2541269,-3034.03,1437.13,36.1,3352.18,4116.79,3736.2,0.08,,,-1.75,0.06,0.06,spectroscopic,329.28,253.53,,,,,6.58,0.49,0.5,5.51,0.44,0.44,17.77,host
lmc_gc-brht_5b,77.21937499999999,-68.755,BRHT 5b,lmc,1,,,,,,,,,,,,,18.4,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,2.09,0.03,0.03,0.04,0.09,0.09,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.015,,,Milone2023A&A...672A.161M,-0.4,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,47.86,0.0,0.0,279.6175094,-34.3705724,-31.24,-24.19,-27.02,47.43,801.54,414.39,1.83,,,-0.4,,,isochrone,,,,,,,,,,,,,,
lmc_gc-bsdl_1650,81.458375,-68.82111,BSDL 1650,lmc,,,,,,,,,,,,,,18.38,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.54,0.19,0.19,0.34,0.15,0.15,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.3,,,Milone2023A&A...672A.161M,-0.4,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,47.42,0.0,0.0,279.3276191,-32.8548061,-31.38,-22.87,-27.23,47.01,802.19,414.99,2.34,,,-0.4,,,isochrone,,,,,,,,,,,,,,
lmc_gc-des001sc01,75.81822,-64.02976,DES001SC01,lmc,0,,0.19,,,,,,,,,,Pieres2016MNRAS.461..519P,18.32,0.05,0.05,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,0.13,0.13,Pieres2016MNRAS.461..519P,-0.88,0.12,0.12,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,46.13,0.0,0.0,274.1275867,-35.9531,-27.2,-24.1,-28.41,46.37,798.27,411.13,5.61,,,-0.88,0.12,0.12,isochrone,,,,,,,2.55,,,2.55,,,,
lmc_gc-des001sc02,77.70962,-64.5288,DES001SC02,lmc,0,,0.37,,,,,,,,,,Pieres2016MNRAS.461..519P,18.09,0.16,0.16,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.64,0.64,Pieres2016MNRAS.461..519P,-1.18,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,41.5,0.0,0.0,274.537603,-35.0523784,-24.91,-21.14,-25.58,41.76,796.56,409.22,8.9,,,-1.18,0.1,0.1,isochrone,,,,,,,4.47,,,4.47,,,,
lmc_gc-des001sc03,78.10203,-64.02777,DES001SC03,lmc,0,,0.21,,,,,,,,,,Pieres2016MNRAS.461..519P,18.11,0.13,0.13,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.06,0.06,Pieres2016MNRAS.461..519P,-0.58,0.06,0.06,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,41.88,0.0,0.0,273.8992885,-34.970464,-24.91,-21.26,-26.11,42.21,796.65,409.32,8.74,,,-0.58,0.06,0.06,isochrone,,,,,,,2.56,,,2.56,,,,
lmc_gc-des001sc04,81.13215,-64.32542,DES001SC04,lmc,0,,0.12,,,,,,,,,,Pieres2016MNRAS.461..519P,18.37,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,1.08,1.08,Pieres2016MNRAS.461..519P,-0.88,0.12,0.12,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,47.21,0.0,0.0,274.0284457,-33.6217577,-28.59,-23.01,-29.69,47.43,800.23,413.08,4.81,,,-0.88,0.12,0.12,isochrone,,,,,,,1.65,,,1.65,,,,
lmc_gc-des001sc05,81.92198,-64.80729,DES001SC05,lmc,0,,0.24,,,,,,,,,,Pieres2016MNRAS.461..519P,18.59,0.11,0.11,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.07,0.07,Pieres2016MNRAS.461..519P,-0.4,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,52.24,0.0,0.0,274.5549083,-33.2290897,-32.05,-25.18,-32.67,52.33,803.33,416.39,4.83,,,-0.4,0.1,0.1,isochrone,,,,,,,3.65,,,3.65,,,,
lmc_gc-des001sc06,82.37192,-63.0833,DES001SC06,lmc,0,,0.25,,,,,,,,,,Pieres2016MNRAS.461..519P,18.43,0.04,0.04,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,0.04,0.04,Pieres2016MNRAS.461..519P,-0.48,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,48.53,0.0,0.0,272.4809603,-33.2024617,-28.77,-23.26,-31.41,48.91,800.73,413.64,5.48,,,-0.48,0.1,0.1,isochrone,,,,,,,3.53,,,3.53,,,,
lmc_gc-des001sc07,82.1887,-64.05864,DES001SC07,lmc,0,,0.28,,,,,,,,,,Pieres2016MNRAS.461..519P,18.21,0.08,0.08,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.1,0.1,Pieres2016MNRAS.461..519P,-0.88,0.12,0.12,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,43.85,0.0,0.0,273.6505686,-33.1936961,-26.52,-21.07,-27.85,44.17,798.6,411.32,7.18,,,-0.88,0.12,0.12,isochrone,,,,,,,3.57,,,3.57,,,,
lmc_gc-des001sc08,81.97349,-64.17541,DES001SC08,lmc,0,,0.21,,,,,,,,,,Pieres2016MNRAS.461..519P,18.08,0.12,0.12,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.4,0.4,Pieres2016MNRAS.461..519P,-1.18,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,41.3,0.0,0.0,273.8008646,-33.2752894,-25.02,-19.9,-26.15,41.65,797.25,409.87,9.24,,,-1.18,0.1,0.1,isochrone,,,,,,,2.52,,,2.52,,,,
lmc_gc-des001sc09,82.95684,-63.32252,DES001SC09,lmc,0,,0.26,,,,,,,,,,Pieres2016MNRAS.461..519P,18.31,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.18,0.18,Pieres2016MNRAS.461..519P,-0.88,0.12,0.12,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,45.92,0.0,0.0,272.7396514,-32.9200471,-27.43,-21.82,-29.66,46.31,799.6,412.4,6.27,,,-0.88,0.12,0.12,isochrone,,,,,,,3.47,,,3.47,,,,
