key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
kks_53,197.8091,-38.9061,KKs 53,ngc_5128,1,1,0.79,,,,,,0.13,,,,Karachentsev2013AJ....145..101K,27.28,0.07,0.07,Tully2009AJ....138..323T,16.6,,,Tully2009AJ....138..323T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,Karachentsev2013AJ....145..101K,,,,,,,,,-10.68,,,6.51,2857.59,0.0,0.0,307.1402679,23.8038152,-2572.94,1197.45,-334.54,2853.11,3630.56,3243.86,869.32,,6.12,,,,,,,,,,,656.68,,,612.51,,,26.83,
leo_a,149.8604167,30.74638889,Leo A,,1,1,2.3,0.09,0.09,116.4,6.11,6.11,0.42,0.05,0.05,,Higgs2021MNRAS.503..176H,24.51,0.12,0.12,Dolphin2002AJ....123.3154D,12.4,0.2,0.2,McConnachie2012AJ....144....4M,26.2,0.9,1.0,9.0,0.6,0.8,,Kirby2017ApJ...834....9K,-0.066,0.073,0.09,-0.044,0.087,0.087,Bennet2024ApJ...971...98B,-1.6,0.03,0.03,0.32,0.03,0.03,,Kirby2017ApJ...834....9K,,,,,,,,2.3,0.09,0.09,0.72,0.07,0.07,Higgs2021MNRAS.503..176H,,,,,,,,,73.3,6.67,6.67,,Putman2021ApJ...913...53P,,,,,,,,,-12.11,0.2,0.2,7.08,797.99,0.0,0.0,196.9036467,52.4226186,246.74,674.77,-347.28,802.76,1194.67,938.81,nan,7.04,,-1.6,0.03,0.03,spectroscopic,-18.71,-37.46,7.48,0.07,0.07,,533.46,20.58,20.77,405.75,23.5,23.48,24.5,rrl
leo_k,141.0253568,16.51057655,Leo K,,1,1,0.6367,0.0583,0.0633,-69.0,12.0,16.0,0.41,0.01,0.01,,McQuinn2024ApJ...967..161M,23.19,0.64,0.08,McQuinn2024ApJ...967..161M,18.46,0.4,0.7,McQuinn2024ApJ...967..161M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.1,0.1,McQuinn2024ApJ...967..161M,,,,,,,,,,,,,,-4.73,0.4,0.7,4.13,434.51,0.0,0.0,214.2409307,41.0616162,74.42,318.8,-285.7,439.62,989.76,658.44,nan,,,-1.9,0.1,0.1,isochrone,,,,,,,80.31,7.58,7.65,61.68,5.84,5.93,27.79,
leo_m,166.3393,25.34529,Leo M,,1,1,0.9967,0.035,0.0383,-51.0,7.0,9.0,0.61,0.01,0.01,,McQuinn2024ApJ...967..161M,23.31,0.09,0.1,McQuinn2024ApJ...967..161M,17.54,0.16,0.15,McQuinn2024ApJ...967..161M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.1,0.1,McQuinn2024ApJ...967..161M,,,,,,,,,,,,,,-5.77,0.16,0.15,4.54,459.2,0.0,0.0,211.1934201,66.1890944,51.65,437.16,-130.72,462.07,1026.34,693.86,nan,,,-1.9,0.1,0.1,isochrone,,,,,,,133.03,4.83,4.87,83.08,3.22,3.23,27.4,
leo_p,155.4379167,18.08805556,Leo P,,1,1,1.2,,,335.0,,,0.52,,,,McQuinn2015ApJ...812..158M,26.05,0.2,0.2,McQuinn2015ApJ...812..158M,16.78,0.2,0.2,McQuinn2015ApJ...812..158M,260.8,2.5,2.5,,,,,BernsteinCooper2014AJ....148...35B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,0.27,0.27,,Putman2021ApJ...913...53P,,,,,,,,,-9.27,0.2,0.2,5.94,1621.81,0.0,0.0,219.6377833,54.4352373,126.91,1414.15,-783.8,1625.46,2046.09,1804.91,nan,5.97,,,,,,170.22,133.46,,,,,566.12,,,392.22,,,27.27,
leo_t,143.7225,17.05138889,Leo T,,1,1,1.39,0.2,0.2,121.13,34.66,34.66,0.12,0.08,0.08,,Higgs2021MNRAS.503..176H,23.08,0.08,0.08,Higgs2021MNRAS.503..176H,15.1,0.5,0.5,McConnachie2012AJ....144....4M,38.1,2.0,2.0,7.5,1.6,1.6,,Simon2007ApJ...670..313S,-0.0259,0.0148,0.0148,-0.1286,0.0148,0.0148,Bennet2025arXiv250911299B,-1.74,0.04,0.04,0.54,,,,Kirby2013ApJ...779..102K,,,,,,,,1.39,0.2,0.2,0.86,0.36,0.036,Higgs2021MNRAS.503..176H,,,,,,,,,9.9,1.0,1.0,,Adams2018A&A...612A..26A,,,,,,,,,-7.98,0.5,0.5,5.43,413.05,0.0,0.0,214.8524119,43.6609407,64.76,315.54,-258.55,417.92,981.66,645.34,nan,5.6,,-1.74,0.04,0.04,spectroscopic,-65.72,-97.47,6.9,0.21,0.19,,166.51,23.68,23.89,155.06,23.04,22.81,26.54,
ngc_0055,3.7233333,-39.19666667,NGC 55,,1,1,5.16,0.2,0.02,108.0,2.0,2.0,0.83,0.01,0.01,,McConnachie2012AJ....144....4M,26.43,0.12,0.12,McConnachie2012AJ....144....4M,7.9,0.1,0.1,McConnachie2012AJ....144....4M,129.0,2.0,2.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.0,,,,Puche1991AJ....101..447P,,,,,,,,,-18.53,0.1,0.1,9.65,1931.97,0.0,0.0,332.8819727,-75.7308757,-458.84,-1875.0,-79.54,1930.2,1962.39,1908.16,nan,9.13,,,,,,96.7,111.38,,,,,2898.57,60.91,61.47,1194.57,43.68,43.1,20.43,
ngc_0055-dw1,3.874,-38.419,NGC 55-dw1,ngc_0055,0,0,5.2,0.8,1.2,156.0,8.0,7.0,0.56,0.12,0.1,,McNanna2024ApJ...961..126M,26.71,0.05,0.12,McNanna2024ApJ...961..126M,18.71,0.3,0.5,McNanna2024ApJ...961..126M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,2.7,4.3,McNanna2024ApJ...961..126M,-1.8,,,McNanna2024ApJ...961..126M,,,,,,,,,,,,,,-8.0,0.3,0.5,5.43,2197.86,0.0,0.0,334.3700185,-76.4312391,-493.11,-2140.13,-85.35,2196.16,2199.16,2163.98,267.39,,,-1.8,,,isochrone,,,,,,,3311.29,629.92,635.72,2163.15,492.09,516.61,32.25,
ngc_0300,13.7229167,-37.68444444,NGC 300,ngc_0055,1,1,5.0,,,108.0,2.0,2.0,0.83,0.01,0.01,,McConnachie2012AJ....144....4M,26.6,0.06,0.06,Tully2009AJ....138..323T,8.1,0.1,0.1,McConnachie2012AJ....144....4M,146.0,2.0,2.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.0,181.0,181.0,,Westmeier2011MNRAS.410.2217W,,,,,,,,,-18.5,0.1,0.1,9.63,2089.3,0.0,0.0,299.2082537,-79.418825,-364.54,-2028.12,-344.94,2088.58,2085.37,2050.93,320.59,9.25,,,,,,100.14,115.73,,,,,3038.76,,,1252.91,,,20.56,trgb
ngc_3109,150.77875,-26.15972222,NGC 3109,,1,1,4.3,0.1,0.1,92.0,1.0,1.0,0.82,0.01,0.01,,McConnachie2012AJ....144....4M,25.57,0.08,0.08,McConnachie2012AJ....144....4M,10.7,0.1,0.1,McConnachie2012AJ....144....4M,403.0,2.0,2.0,,,,,McConnachie2012AJ....144....4M,-0.04,0.03,0.03,-0.01,0.03,0.03,Battaglia2022A&A...657A..54B,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.84,0.2,0.2,McConnachie2006MNRAS.365.1263M,1130.2,73.3,73.3,,Putman2021ApJ...913...53P,,,,,,,,,-14.87,0.1,0.1,8.18,1300.17,0.0,0.0,262.1018221,23.0701155,-681.51,614.6,-921.0,1301.22,1981.06,1629.97,nan,8.65,,-1.84,0.2,0.2,isochrone,180.6,109.57,,,,,1625.49,37.26,37.61,689.27,24.81,24.78,22.89,
ngc_4163,183.038917,36.168917,NGC 4163,,1,1,0.3215,0.0155,0.0156,,,,0.15,0.02,0.02,,Carlsten2021ApJ...922..267C,27.28,0.02,0.02,Tully2009AJ....138..323T,13.26,0.09,0.09,Carlsten2021ApJ...922..267C,165.0,5.0,5.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.65,0.15,0.15,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,,,-14.02,0.09,0.09,7.84,2857.59,0.0,0.0,163.202662,77.7009608,547.88,2804.24,43.72,2859.26,3116.02,2964.29,nan,,,-1.65,0.15,0.15,isochrone,185.09,166.21,,,,,266.98,12.74,12.85,246.11,12.09,12.26,21.51,
ngc_4190,183.4358333,36.63333333,NGC 4190,ngc_4214,1,1,0.4548,0.0217,0.0217,,,,0.38,0.02,0.02,,Carlsten2021ApJ...922..267C,27.21,0.06,0.06,Tully2009AJ....138..323T,12.76,0.09,0.09,Carlsten2021ApJ...922..267C,235.0,,,,,,,Tully2009AJ....138..323T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,Tully2009AJ....138..323T,,,,,,,,,-14.45,0.09,0.09,8.01,2766.94,0.0,0.0,160.62,77.589457,546.37,2711.7,64.16,2768.6,3022.97,2871.67,56.73,7.46,,,,,,257.5,239.27,,,,,365.72,17.18,17.34,287.98,14.46,14.4,21.42,
ngc_4214,183.9132,36.3274,NGC 4214,,1,1,,,,,,,0.22,,,,Karachentsev2013AJ....145..101K,27.25,0.07,0.07,Tully2009AJ....138..323T,9.6,,,Tully2009AJ....138..323T,293.0,,,,,,,Tully2009AJ....138..323T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5,,,,Tully2009AJ....138..323T,,,,,,,,,-17.65,,,9.29,2818.38,0.0,0.0,160.2527295,78.074153,536.57,2765.72,78.46,2819.97,3076.92,2924.84,nan,8.45,,,,,,315.25,296.62,,,,,,,,,,,,
ngc_6822,296.2358333,-14.78916667,NGC 6822,,1,1,11.95,0.07,0.07,66.88,14.93,14.93,0.28,0.15,0.15,,Higgs2021MNRAS.503..176H,23.78,0.05,0.05,Higgs2021MNRAS.503..176H,8.1,0.2,0.2,McConnachie2012AJ....144....4M,-54.5,1.7,1.7,23.2,1.2,1.2,,Kirby2014MNRAS.439.1015K,-0.06,0.01,0.01,-0.07,0.01,0.01,Battaglia2022A&A...657A..54B,-1.05,0.01,0.01,0.49,,,,Kirby2013ApJ...779..102K,,,,,,,,11.95,0.07,0.07,0.73,0.02,0.02,Higgs2021MNRAS.503..176H,,,,,,,,,2619.0,201.5,201.5,,Putman2021ApJ...913...53P,,,,,,,,,-15.68,0.2,0.2,8.51,570.16,0.0,0.0,25.3512537,-18.3892119,-202.84,-233.99,478.74,563.21,950.89,681.16,nan,8.3,,-1.05,0.01,0.01,spectroscopic,53.9,66.21,8.92,0.06,0.06,,1981.72,11.44,11.54,1673.36,180.37,156.97,24.01,
pavo_1,298.7518,-61.07524,Pavo,,1,1,0.8167,0.0333,0.0333,137.0,1.0,1.0,0.52,0.02,0.02,,MutluPakdil2025arXiv250916307M,26.67,0.08,0.08,MutluPakdil2025arXiv250916307M,16.05,0.08,0.08,MutluPakdil2025arXiv250916307M,223.7,3.6,3.6,,,,,Jones2025ApJ...990..164J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.02,0.02,,Jones2025ApJ...990..164J,,,,,,,,,-10.62,0.08,0.08,6.48,2157.74,0.0,0.0,335.8491483,-31.1294421,-1751.8,-1173.16,459.08,2151.41,2610.46,2363.15,nan,5.79,,,,,,143.74,111.96,,,,,512.16,20.61,20.8,354.82,16.24,16.01,25.7,
pegasus_dirr,352.15125,14.74305556,Pegasus dIrr,,1,1,3.81,0.05,0.05,126.3,0.34,0.34,0.56,0.05,0.05,,Higgs2021MNRAS.503..176H,24.74,0.05,0.05,Savino2022ApJ...938..101S,12.6,0.2,0.2,McConnachie2012AJ....144....4M,-179.5,1.5,1.5,12.3,1.1,1.2,,Kirby2014MNRAS.439.1015K,0.0268,0.0098,0.0098,0.0085,0.0098,0.0098,Bennet2025arXiv250911299B,-1.39,0.01,0.01,0.56,,,,Kirby2013ApJ...779..102K,,,,,,,,3.81,0.05,0.05,0.77,0.03,0.03,Higgs2021MNRAS.503..176H,,,,,,,,,29.59,2.01,2.01,,Putman2021ApJ...913...53P,,,,,,,,,-12.14,0.2,0.2,7.09,887.16,0.0,0.0,94.7769,-43.554142,473.32,-655.47,365.2,887.68,457.35,589.48,nan,6.74,,-1.39,0.01,0.01,spectroscopic,-8.27,64.03,7.96,0.09,0.08,,982.95,12.71,12.83,651.91,38.46,37.14,25.5,
pegasus_w,358.3124817,22.10197022,Pegasus W,,1,1,0.3833,0.0333,0.0333,92.0,3.0,3.0,0.17,0.08,0.07,,McQuinn2023ApJ...944...14M,24.81,0.22,0.14,McQuinn2023ApJ...944...14M,17.61,0.16,0.17,McQuinn2023ApJ...944...14M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,0.1,0.1,McQuinn2023ApJ...944...14M,,,,,,,,,,,,,,-7.2,0.16,0.17,5.11,916.22,0.0,0.0,105.5582193,-38.7987291,606.8,-612.04,310.92,917.95,348.45,574.3,nan,,,-1.9,0.1,0.1,isochrone,,,,,,,101.97,8.74,8.82,92.64,8.99,9.03,26.2,
phoenix_1,27.775,-44.445,Phoenix,,1,1,2.43,0.02,0.02,8.0,4.0,4.0,0.3,0.03,0.03,,Battaglia2012MNRAS.424.1113B,23.06,0.12,0.21,Battaglia2012MNRAS.424.1113B,13.19,0.4,0.4,vandeRydt1991AJ....102..130V,-21.2,1.0,1.0,9.3,0.7,0.7,,Kacharov2017MNRAS.466.2006K,0.142,0.028,0.028,-0.04,0.032,0.032,Bennet2024ApJ...971...98B,-1.49,0.04,0.04,0.51,0.04,0.04,,Kacharov2017MNRAS.466.2006K,1.79,0.04,0.04,10.56,0.15,0.15,Battaglia2012MNRAS.424.1113B,1.82,0.06,0.06,0.83,0.03,0.03,Battaglia2012MNRAS.424.1113B,,,,,,,,,2.95,0.1,0.1,,Young2007ApJ...659..331Y,,,,,,,,,-9.87,0.4,0.4,6.18,409.26,0.0,0.0,272.1615227,-68.9497052,-103.57,-368.14,-145.73,409.23,858.83,549.44,nan,5.07,,-1.49,0.04,0.04,spectroscopic,-116.44,-113.84,7.29,0.07,0.06,,289.24,2.35,2.37,241.99,5.58,5.51,25.62,
sagittarius_dirr,292.4958333,-17.68083333,Sagittarius dIrr,,1,1,1.13,0.1,0.1,86.91,3.44,3.44,0.56,0.18,0.18,,Higgs2021MNRAS.503..176H,25.39,0.08,0.08,Higgs2021MNRAS.503..176H,13.6,0.2,0.2,McConnachie2012AJ....144....4M,-78.4,1.6,1.6,9.4,1.1,1.5,,Kirby2017ApJ...834....9K,0.0433,0.0166,0.0166,0.0465,0.0191,0.0191,Bennet2024ApJ...971...98B,-1.85,0.07,0.07,0.43,0.05,0.06,,Kirby2017ApJ...834....9K,,,,,,,,1.43,0.08,0.08,0.75,0.07,0.07,Higgs2021MNRAS.503..176H,,,,,-2.1,0.5,0.5,McConnachie2006MNRAS.365.1263M,32.81,5.59,5.59,,Putman2021ApJ...913...53P,,,,,,,,,-11.79,0.2,0.2,6.95,1196.74,0.0,0.0,21.0533675,-16.2859002,-509.26,-446.91,986.46,1189.47,1461.01,1277.78,nan,7.04,,-1.85,0.07,0.07,spectroscopic,15.66,21.55,7.31,0.17,0.15,,392.65,34.3,34.62,258.43,60.75,55.45,23.84,
sculptor_a,17.128333333333334,-36.06469444444444,Sculptor A,,0,0,0.28,0.07,0.07,-11.5,17.5,17.5,0.34,0.17,0.17,,Sand2024ApJ...977L...5S,25.65,0.13,0.33,Sand2024ApJ...977L...5S,18.75,0.3,0.3,Sand2024ApJ...977L...5S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,Sand2024ApJ...977L...5S,,,,,,,,,-6.9,0.3,0.3,4.99,1348.96,0.0,0.0,281.8841602,-80.3552201,-184.03,-1307.37,-276.8,1348.71,1403.91,1320.87,nan,,5.29,,,,,,,,,,,109.31,27.07,27.31,86.7,23.96,25.39,26.36,
sculptor_b,16.71208333333333,-35.0775,Sculptor B,,0,0,0.34,0.1183,0.1183,133.1,29.2,29.2,0.41,0.22,0.22,,Sand2024ApJ...977L...5S,26.98,0.17,0.23,Sand2024ApJ...977L...5S,18.88,0.3,0.3,Sand2024ApJ...977L...5S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,Sand2024ApJ...977L...5S,,,,,,,,,-8.1,0.3,0.3,5.47,2488.86,0.0,0.0,281.3684038,-81.395658,-301.24,-2421.8,-488.44,2488.63,2428.54,2428.06,nan,,5.81,,,,,,,,,,,244.56,83.97,85.26,179.24,69.75,76.29,26.74,
sculptor_c,14.46749999999999,-35.85233333333333,Sculptor C,ngc_0300,0,0,0.61,0.07,0.07,66.9,12.6,12.6,0.24,0.1,0.1,,Sand2024ApJ...977L...5S,26.55,0.13,0.1,Sand2024ApJ...977L...5S,17.45,0.1,0.1,Sand2024ApJ...977L...5S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,Sand2024ApJ...977L...5S,,,,,,,,,-9.1,0.1,0.1,5.87,2041.74,0.0,0.0,294.4116894,-81.1692565,-288.61,-1991.82,-343.61,2041.24,2017.12,1992.01,84.17,,5.6,,,,,,,,,,,361.43,40.96,41.34,313.65,41.14,41.52,26.95,
sextans_a,152.7533333,-4.692777778,Sextans A,,1,1,2.47,,,0.0,1.0,1.0,0.17,0.02,0.02,,McConnachie2012AJ....144....4M,25.74,0.058,0.058,Yan2025ApJ...986...54Y,11.5,0.1,0.1,McConnachie2012AJ....144....4M,324.0,2.0,2.0,,,,,Koribalski2004AJ....128...16K,-0.15,0.04,0.05,-0.03,0.05,0.04,Battaglia2022A&A...657A..54B,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.85,,,McConnachie2006MNRAS.365.1263M,159.37,12.42,12.42,,Putman2021ApJ...913...53P,,,,,,,,,-14.24,0.1,0.1,7.93,1406.05,0.0,0.0,246.1481946,39.8755465,-347.35,1008.43,-916.18,1408.59,1996.79,1682.67,nan,7.87,,-1.85,,,isochrone,152.6,94.03,,,,,1010.24,,,920.37,,,24.15,
sextans_b,150.0004167,5.332222222,Sextans B,,1,1,1.06,0.1,0.1,110.0,2.0,2.0,0.31,0.03,0.03,,McConnachie2012AJ....144....4M,25.72,0.056,0.056,Dalcanton2009ApJS..183...67D,11.3,0.2,0.2,McConnachie2012AJ....144....4M,304.0,1.0,1.0,,,,,Hoffman1996ApJS..105..269H,-0.29,0.16,0.16,-0.28,0.17,0.17,Battaglia2022A&A...657A..54B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,2.09,2.09,,Putman2021ApJ...913...53P,,,,,,,,,-14.42,0.2,0.2,8.0,1393.16,0.0,0.0,233.2000758,43.783781,-102.17,1068.27,-888.4,1396.69,1907.45,1624.48,nan,7.69,,,,,,161.82,113.9,,,,,428.73,39.93,40.3,355.98,33.93,34.54,21.91,
tucana_1,340.4566667,-64.41944444,Tucana,,1,1,1.1,0.2,0.2,97.0,2.0,2.0,0.48,0.03,0.03,,McConnachie2012AJ....144....4M,24.74,0.12,0.12,McConnachie2012AJ....144....4M,15.2,0.2,0.2,McConnachie2012AJ....144....4M,180.0,1.3,1.3,6.2,1.3,1.6,,Taibi2020A&A...635A.152T,0.0135,0.0074,0.0074,-0.0224,0.0074,0.0074,Bennet2025arXiv250911299B,-1.58,,,0.39,,,,Taibi2020A&A...635A.152T,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,Putman2021ApJ...913...53P,-1.55,0.04,0.04,0.54,0.03,0.03,,Fu2024ApJ...965...36F,-9.54,0.2,0.2,6.05,887.16,0.0,0.0,322.9082681,-47.3693638,-598.04,-655.13,-14.22,882.79,1350.09,1074.35,nan,,4.93,-1.58,,,spectroscopic,80.93,58.72,6.85,0.24,0.21,,282.8,50.85,51.32,203.62,36.9,37.83,25.57,
tucana_b,341.7520833,-58.4075,Tucana B,,1,1,0.2,0.0833,0.0833,,,,,,,0.35,Sand2022ApJ...935L..17S,25.75,0.45,0.55,Sand2022ApJ...935L..17S,18.85,0.6,0.5,Sand2022ApJ...935L..17S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,Sand2022ApJ...935L..17S,,,,,,,,,-6.9,0.6,0.5,4.99,1412.54,0.0,0.0,328.987681,-51.9619332,-852.55,-1125.05,51.75,1408.27,1753.3,1544.02,nan,,5.61,,,,,,,,,,,81.73,33.08,34.02,81.73,33.08,34.02,26.23,
ugc_04879,139.0091667,52.84,UGC 4879,,1,1,1.13,0.1,0.1,81.19,6.47,6.47,0.43,0.06,0.06,,Higgs2021MNRAS.503..176H,25.43,0.06,0.06,Higgs2021MNRAS.503..176H,13.2,0.2,0.2,McConnachie2012AJ....144....4M,-29.2,1.6,1.6,9.6,1.2,1.3,,Kirby2014MNRAS.439.1015K,0.0,0.11,0.11,-0.04,0.09,0.09,Battaglia2022A&A...657A..54B,-1.43,0.02,0.02,0.52,,,,Kirby2013ApJ...779..102K,,,,,,,,1.13,0.1,0.1,1.28,0.17,0.17,Higgs2021MNRAS.503..176H,,,,,,,,,2.18,0.092,0.092,,Putman2021ApJ...913...53P,,,,,,,,,-12.23,0.2,0.2,7.13,1218.99,0.0,0.0,164.665239,42.8843178,793.74,869.59,-315.79,1224.74,1275.38,1185.59,nan,5.88,,-1.43,0.02,0.02,spectroscopic,14.57,28.46,7.41,0.13,0.12,,399.95,34.94,35.26,301.47,30.84,30.86,23.74,
ugc_08508,202.685,54.9107,UGC 8508,,1,1,0.4953,0.024,0.024,,,,0.49,0.02,0.02,,Carlsten2021ApJ...922..267C,27.06,0.03,0.03,McConnachie2012AJ....144....4M,13.71,0.09,0.09,Carlsten2021ApJ...922..267C,56.0,5.0,5.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.91,0.19,0.19,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,,,-13.35,0.09,0.09,7.57,2582.26,0.0,0.0,111.1415267,61.3087485,1112.07,2191.13,793.92,2583.68,2607.96,2565.95,nan,,,-1.91,0.19,0.19,isochrone,170.56,180.48,,,,,371.7,17.76,17.93,265.4,13.79,13.73,22.34,
ugc_09128,213.9857,23.055,UGC 9128,,1,1,0.497,0.0245,0.0245,,,,0.38,0.02,0.02,,Carlsten2021ApJ...922..267C,26.75,0.02,0.02,Newman2024ApJ...966..175N,14.29,0.09,0.09,Carlsten2021ApJ...922..267C,152.0,1.0,1.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.33,0.24,0.24,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,,,-12.46,0.09,0.09,7.22,2238.72,0.0,0.0,25.5726569,70.4644892,-277.98,2020.51,923.12,2236.28,2631.44,2411.94,nan,,,-2.33,0.24,0.24,isochrone,198.67,171.69,,,,,323.32,15.72,15.86,254.62,13.22,13.09,23.14,trgb
ugca_086,59.95125,67.13861111,UGCA 86,ic_0342,1,1,0.94,,,25.0,1.0,1.0,0.32,0.03,0.03,,McConnachie2012AJ....144....4M,27.36,0.17,0.17,McConnachie2012AJ....144....4M,14.2,,,McConnachie2012AJ....144....4M,67.0,4.0,4.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.16,,,7.5,2964.83,0.0,0.0,139.7624681,10.6471738,2911.25,557.84,-60.59,2970.93,2391.3,2665.28,677.71,,,,,,,214.68,275.15,,,,,810.69,,,668.51,,,24.54,
uks_2323_326,351.6145833,-32.38888889,UKS 2323-326,ngc_0055,1,1,0.9,0.1,0.1,-60.0,4.0,4.0,0.1,0.01,0.01,,McConnachie2012AJ....144....4M,26.72,0.09,0.09,McConnachie2012AJ....144....4M,13.5,0.2,0.2,McConnachie2012AJ....144....4M,62.0,5.0,5.0,,,,,McConnachie2012AJ....144....4M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68,0.19,0.19,McConnachie2006MNRAS.365.1263M,,,,,,,,,,,,,,-13.22,0.2,0.2,7.52,2208.0,0.0,0.0,11.8670081,-70.8588706,-420.46,-2138.14,356.19,2205.41,2152.33,2145.52,510.46,,,-1.68,0.19,0.19,isochrone,75.35,98.76,,,,,576.72,63.28,63.87,546.97,60.01,60.88,24.04,
wlm,0.4925,-15.46083333,WLM,,1,1,4.1,0.13,0.13,177.02,0.5,0.5,0.54,0.06,0.06,,Higgs2021MNRAS.503..176H,24.977,0.059,0.059,Yan2025ApJ...986...54Y,10.6,0.1,0.1,McConnachie2012AJ....144....4M,-130.0,1.0,1.0,17.5,2.0,2.0,,Leaman2012ApJ...750...33L,0.09,0.03,0.03,-0.07,0.02,0.02,Battaglia2022A&A...657A..54B,-1.28,0.02,0.02,0.38,0.04,0.04,,Leaman2013ApJ...767..131L,,,,,,,,4.1,0.13,0.13,0.77,0.04,0.04,Higgs2021MNRAS.503..176H,,,,,,,,,297.4,24.38,24.38,,Putman2021ApJ...913...53P,,,,,,,,,-14.38,0.1,0.1,7.98,989.46,0.0,0.0,75.8636863,-73.6243517,133.08,-970.54,139.18,988.94,869.7,846.8,nan,7.84,,-1.28,0.02,0.02,spectroscopic,-69.43,-23.92,8.36,0.11,0.1,,1179.3,36.87,37.21,799.13,58.9,56.68,23.71,
